"(always (located person7 city0))
(always (forall (?a - aircraft) (not (in person7 ?a))))
(always (located plane2 city2))
(always (= (onboard plane2) 0))
(always (= (fuel plane2) 1469))
(always (located plane3 city3))
(always (forall (?p - person) (not (in ?p plane3))))
(always (= (fuel plane3) 1532))",1,7.234307765960693,11.838416576385498,16.30610179901123,12.321280241012573,45.53070139884949,1,1,0,""
"(always (located person7 city0))
(always (located plane2 city2))
(always (located plane3 city3))
(always (forall (?p - person) (not (in ?p plane2))))
(always (forall (?p - person) (not (in ?p plane3))))
(always (= (fuel plane2) 1469))
(always (= (fuel plane3) 1532))",1,7.3197181224823,23.664575576782227,25.22488236427307,18.87826681137085,73.29629921913147,1,1,0,""
"(always (forall (?p - person) (not (in ?p plane2))))
(always (forall (?p - person) (not (in ?p plane3))))
(always (located plane2 city2))
(always (located plane3 city3))
(always (= (fuel plane2) 1469))
(always (= (fuel plane3) 1532))",1,2.6128883361816406,13.44367790222168,29.731984615325928,10.720317363739014,55.260822057724,1,1,0,""
"(always (forall (?p - person) (not (in ?p plane2))))
(always (forall (?p - person) (not (in ?p plane3))))
(always (located plane2 city2))
(always (located plane3 city3))
(always (<= (fuel plane2) 1469))
(always (<= (fuel plane3) 1532))",1,2.6099421977996826,13.247182846069336,27.84910249710083,10.62152099609375,52.70697212219238,1,1,0,""
"(always (<= (+ (n_flyslow plane1 city1 city0)
               (n_flyslow plane1 city2 city0)
               (n_flyslow plane1 city3 city0)
               (n_flyslow plane1 city4 city0)
               (n_flyslow plane1 city5 city0)
               (n_flyfast plane1 city1 city0)
               (n_flyfast plane1 city2 city0)
               (n_flyfast plane1 city3 city0)
               (n_flyfast plane1 city4 city0)
               (n_flyfast plane1 city5 city0)) 3))
(always (<= (+ (n_flyslow plane1 city0 city1) (n_flyslow plane1 city1 city1) (n_flyslow plane1 city2 city1) (n_flyslow plane1 city3 city1) (n_flyslow plane1 city4 city1) (n_flyslow plane1 city5 city1) (n_flyfast plane1 city0 city1) (n_flyfast plane1 city1 city1) (n_flyfast plane1 city2 city1) (n_flyfast plane1 city3 city1) (n_flyfast plane1 city4 city1) (n_flyfast plane1 city5 city1)) 3))
(always (<= (+ (n_flyslow plane1 city0 city2) (n_flyslow plane1 city1 city2) (n_flyslow plane1 city3 city2) (n_flyslow plane1 city4 city2) (n_flyslow plane1 city5 city2) (n_flyfast plane1 city0 city2) (n_flyfast plane1 city1 city2) (n_flyfast plane1 city3 city2) (n_flyfast plane1 city4 city2) (n_flyfast plane1 city5 city2)) 3))
(always (<= (+ (n_flyslow plane1 city0 city3)
               (n_flyslow plane1 city1 city3)
               (n_flyslow plane1 city2 city3)
               (n_flyslow plane1 city4 city3)
               (n_flyslow plane1 city5 city3)
               (n_flyfast plane1 city0 city3)
               (n_flyfast plane1 city1 city3)
               (n_flyfast plane1 city2 city3)
               (n_flyfast plane1 city4 city3)
               (n_flyfast plane1 city5 city3)) 3))
(always (<= (+ (n_flyslow plane1 city0 city4)
               (n_flyslow plane1 city1 city4)
               (n_flyslow plane1 city2 city4)
               (n_flyslow plane1 city3 city4)
               (n_flyslow plane1 city5 city4)
               (n_flyfast plane1 city0 city4)
               (n_flyfast plane1 city1 city4)
               (n_flyfast plane1 city2 city4)
               (n_flyfast plane1 city3 city4)
               (n_flyfast plane1 city5 city4)) 3))
(always (<= (+ (n_flyslow plane1 city0 city5)
               (n_flyslow plane1 city1 city5)
               (n_flyslow plane1 city2 city5)
               (n_flyslow plane1 city3 city5)
               (n_flyslow plane1 city4 city5)
               (n_flyslow plane1 city5 city5)
               (n_flyfast plane1 city0 city5)
               (n_flyfast plane1 city1 city5)
               (n_flyfast plane1 city2 city5)
               (n_flyfast plane1 city3 city5)
               (n_flyfast plane1 city4 city5)
               (n_flyfast plane1 city5 city5)) 3))",1,8.021652221679688,4.017995834350586,17.210158109664917,20.297622680664062,48.25374746322632,1,1,0,""
"(always (<= (+ (n_flyslow plane1 city1 city0) (n_flyslow plane1 city2 city0) (n_flyslow plane1 city3 city0) (n_flyslow plane1 city4 city0) (n_flyslow plane1 city5 city0) (n_flyfast plane1 city1 city0) (n_flyfast plane1 city2 city0) (n_flyfast plane1 city3 city0) (n_flyfast plane1 city4 city0) (n_flyfast plane1 city5 city0)) 3))
(always (<= (+ (n_flyslow plane1 city0 city1)
               (n_flyslow plane1 city2 city1)
               (n_flyslow plane1 city3 city1)
               (n_flyslow plane1 city4 city1)
               (n_flyslow plane1 city5 city1)
               (n_flyfast plane1 city0 city1)
               (n_flyfast plane1 city2 city1)
               (n_flyfast plane1 city3 city1)
               (n_flyfast plane1 city4 city1)
               (n_flyfast plane1 city5 city1)) 3))
(always (<= (+ (n_flyslow plane1 city0 city2) 
               (n_flyfast plane1 city0 city2)
               (n_flyslow plane1 city1 city2) 
               (n_flyfast plane1 city1 city2)
               (n_flyslow plane1 city3 city2) 
               (n_flyfast plane1 city3 city2)
               (n_flyslow plane1 city4 city2) 
               (n_flyfast plane1 city4 city2)
               (n_flyslow plane1 city5 city2) 
               (n_flyfast plane1 city5 city2)) 3))
(always (<= (+ (n_flyslow plane1 city0 city3) (n_flyslow plane1 city1 city3) (n_flyslow plane1 city2 city3) (n_flyslow plane1 city4 city3) (n_flyslow plane1 city5 city3) (n_flyfast plane1 city0 city3) (n_flyfast plane1 city1 city3) (n_flyfast plane1 city2 city3) (n_flyfast plane1 city4 city3) (n_flyfast plane1 city5 city3)) 3))
(always (<= (+ (n_flyslow plane1 city0 city4)
               (n_flyslow plane1 city1 city4)
               (n_flyslow plane1 city2 city4)
               (n_flyslow plane1 city3 city4)
               (n_flyslow plane1 city5 city4)
               (n_flyfast plane1 city0 city4)
               (n_flyfast plane1 city1 city4)
               (n_flyfast plane1 city2 city4)
               (n_flyfast plane1 city3 city4)
               (n_flyfast plane1 city5 city4)) 3))
(always (<= (+ (n_flyslow plane1 city0 city5) (n_flyfast plane1 city0 city5)
               (n_flyslow plane1 city1 city5) (n_flyfast plane1 city1 city5)
               (n_flyslow plane1 city2 city5) (n_flyfast plane1 city2 city5)
               (n_flyslow plane1 city3 city5) (n_flyfast plane1 city3 city5)
               (n_flyslow plane1 city4 city5) (n_flyfast plane1 city4 city5)
               (n_flyslow plane1 city5 city5) (n_flyfast plane1 city5 city5)) 3))",1,9.430263757705688,7.02252984046936,37.028018951416016,56.11007475852966,107.64726042747498,1,-3,-4,"> There is no temporal logic keyword, this is mandatory for a correct PDDL3.0 constraint. Try again.
"
"(always 
  (forall (?c - city) 
    (imply (located person1 ?c)
           (or (located person3 ?c)
               (exists (?a - aircraft) 
                       (and (in person3 ?a) 
                            (located ?a ?c)))))))
(always (forall (?c - city) 
  (imply (located person3 ?c)
    (or (located person1 ?c)
        (exists (?a - aircraft) 
          (and (in person1 ?a) (located ?a ?c)))))))
(always 
  (forall (?a - aircraft)
    (imply 
      (in person1 ?a)
      (or 
        (in person3 ?a)
        (exists (?c - city)
          (and 
            (located ?a ?c)
            (located person3 ?c)))))))
(always (forall (?a - aircraft)
    (imply (in person3 ?a)
           (or (in person1 ?a)
               (exists (?c - city)
                   (and (located ?a ?c)
                        (located person1 ?c)))))))",1,5.32288670539856,116.9864091873169,52.30084943771362,61.21483111381531,234.66346168518066,1,4,3,""
"(always (forall (?c1 ?c2 - city) 
  (imply (and (located person1 ?c1) (located person3 ?c2)) 
         (= ?c1 ?c2))))
(always (forall (?a1 ?a2 - aircraft) 
  (imply (and (in person1 ?a1) (in person3 ?a2)) (= ?a1 ?a2))))
(always (forall (?c - city ?a - aircraft) 
         (or (not (located person1 ?c))
             (not (in person3 ?a))
             (located ?a ?c))))
(always 
  (forall (?a - aircraft ?c - city)
    (imply 
      (and (in person1 ?a) (located person3 ?c))
      (located ?a ?c))))",1,5.9196484088897705,88.11624312400818,55.66004800796509,51.82275605201721,200.13427114486694,0,4,3,"No, failed to encode properly 3rd constraint"
"(always (forall (?p - person ?c - city) 
  (<= (+ (n_debark ?p plane1 ?c) (n_debark ?p plane2 ?c) (n_debark ?p plane3 ?c)) 1)))",1,10.429549217224121,16.546629667282104,26.19753408432007,21.038793325424194,73.96453785896301,1,1,0,""
"(always (forall (?p - person ?c - city)
    (<= (+ (n_debark ?p plane1 ?c) (n_debark ?p plane2 ?c) (n_debark ?p plane3 ?c)) 1)))",1,8.825805425643921,3.1137986183166504,14.602836847305298,15.492135524749756,41.89179468154907,1,1,0,""
